CLNT_ID,PD_BUY_TOT
20124,794000
20176,513200
20200,940100
20238,1631900
20249,3648000
20324,547300
20333,718000
20347,1551950
20371,541400
20380,680800
20422,675020
20453,854400
20632,4462000
20642,752000
20676,799800
20719,811200
20724,1080800
20750,1045800
20813,724000
20840,965000
20889,579900
20902,1618400
21078,777000
21082,1609870
21223,693600
21269,719200
21287,564690
21333,1112150
21350,1375600
21426,579300
21490,567400
21499,794500
21560,553900
21571,602300
21712,1111640
21734,765900
21768,4610100
21793,688290
21831,532000
21848,927870
21865,987200
21892,524700
21914,664000
22053,767400
22066,637800
22117,2013430
22285,595000
22339,1536330
22345,816900
22513,1206920
22647,1108900
22801,533200
22810,2171000
22815,1191300
22884,514200
22995,554500
23036,1553440
23074,1895740
23098,2807520
23148,545410
23186,858200
23281,593950
23305,1760000
23380,1647700
23406,8941220
23413,576700
23506,3428700
23537,1072500
23582,628900
23640,528760
23645,776000
23684,551570
23699,892000
23728,576900
23758,774600
23930,666000
23947,532180
23970,1292800
23996,852300
24003,998100
24020,1402500
24077,1721900
24086,1702920
24104,2418990
24158,545420
24162,577100
24181,684900
24203,715320
24214,582320
24220,769900
24239,806000
24271,783950
24318,589900
24321,588900
24423,847040
24427,901900
24438,602850
24481,650170
24582,767900
24588,1960150
24680,2642800
24694,2060020
24711,842080
24735,2555700
24787,976300
24795,2363900
24877,847000
24885,1011300
24925,549040
24988,1297210
25068,1250000
25167,2165100
25225,594300
25263,517480
25289,1452680
25326,1918270
25345,511300
25640,823100
25657,713500
25718,3906820
25800,1086500
25827,562700
25850,612000
25913,604400
25987,666600
26008,644400
26032,1237600
26138,616800
26231,796000
26286,730190
26397,587000
26409,1060080
26414,786000
26611,1047000
26655,597920
26664,821400
26689,1077100
26717,544600
26721,721640
26732,1497100
26862,4142100
26898,981600
26911,2542340
26935,1010200
27085,800500
27122,5171330
27145,582000
27215,548000
27238,694000
27306,597300
27406,721600
27452,571630
27458,531000
27463,1056500
27783,912320
27788,1745200
27859,515000
27919,1316500
27937,1926410
28011,544000
28078,1832000
28099,651880
28142,1646700
28143,576120
28210,1957520
28229,1712000
28282,1705000
28610,566000
28620,824300
28643,574000
28646,650000
28666,725240
28684,838400
28842,529200
28882,704080
28886,555600
28955,552000
29071,1491000
29124,1303400
29151,1054000
29161,960000
29309,1289920
29320,564400
29339,757630
29365,628000
29376,556570
29432,1259500
29507,1345830
29524,722820
29563,589000
29598,590900
29696,567700
29712,529300
29753,605300
29834,720000
29890,636000
29931,899400
29975,624400
29977,874400
30092,854700
30097,854900
30102,4384000
30175,547300
30218,795800
30297,1938000
30354,563400
30379,528300
30423,574600
30428,960500
30431,646700
30488,902000
30506,1141690
30517,606800
30568,520400
30598,516100
30612,771800
30651,560600
30661,634900
30696,902360
30714,1773510
30775,962500
30828,1323600
30893,773400
30908,4189690
30911,1651560
30924,1528400
30963,656900
31028,1023000
31192,1878000
31273,1044820
31362,1982940
31367,884000
31398,712400
31446,529200
31524,800600
31537,565700
31668,1295300
31670,501070
31702,1425080
31870,1078500
31893,712000
31955,1660000
32076,988940
32086,1168900
32207,1354150
32261,507000
32267,508600
32306,680190
32340,622700
32387,527800
32441,1222000
32446,571800
32529,1514990
32555,1469000
32571,1082400
32634,2326050
32698,3059800
32709,550000
32781,517400
32794,1346180
32821,813000
32835,575900
32844,878020
32872,819400
32904,765500
32940,585000
33011,766200
33092,977100
33102,3566280
33142,1198000
33165,740300
33255,1279500
33271,761840
33431,623900
33492,517100
33578,768400
33620,590370
33715,760400
33721,512000
33752,576000
33951,747870
33960,555630
33965,4683990
34014,531830
34031,1579800
34039,3028680
34092,522100
34132,658350
34147,1953940
34157,1093110
34158,539400
34171,539500
34233,758300
34290,2043500
34305,1675000
34372,671200
34373,802000
34402,1324000
34500,750400
34551,556060
34562,861300
34612,514500
34682,512370
34785,810000
34804,669700
34818,955900
34941,846410
34996,576000
35013,896100
35068,720500
35123,1514000
35136,3282800
35145,542250
35212,552000
35219,515900
35232,6336000
35246,710000
35252,734500
35258,1438150
35409,1862300
35555,531600
35587,744000
35619,520620
35678,1213300
35732,528300
35864,667890
35912,1040500
35950,2087100
35992,635600
36000,996300
36113,787800
36123,1203860
36149,630000
36248,14867280
36339,636800
36368,1026600
36371,540000
36406,847750
36437,824000
36529,632000
36629,726800
36649,1483040
36676,789500
36697,2139130
36723,1707860
36742,953000
36803,2927300
36809,1073800
36817,685240
36818,1414460
36861,1011700
36920,847500
37000,5147480
37052,2792610
37067,900000
37174,738000
37233,897000
37252,1886540
37268,1858270
37292,1957930
37394,712800
37411,912280
37487,3879060
37512,565860
37574,2216900
37608,543100
37667,777420
37769,602000
37771,639950
37779,1019910
37792,1303300
37796,553550
37869,13350000
37897,811460
37907,1509000
37916,920400
37928,910860
38017,2563000
38151,535000
38182,4890400
38219,967200
38255,786300
38268,549200
38269,1700830
38334,1726400
38343,768600
38443,696000
38458,728370
38465,535100
38498,515450
38545,1342000
38695,2707400
38700,1152400
38831,2271330
38862,1293820
38899,573000
38921,1449200
38929,1192150
38945,856860
38954,948160
39073,556000
39133,1398000
39146,573010
39147,1479350
39158,727820
39164,1772110
39172,583680
39248,1230000
39249,762400
39422,956000
39562,540000
39582,3310000
39618,789000
39639,663000
39695,639700
39772,1358000
39809,608000
39811,707800
39882,623700
39908,1356800
39927,1174060
40004,729400
40088,627900
40096,932810
40115,3267520
40130,680710
40494,1065900
40705,4090000
40726,613040
40730,1024970
40811,853100
40830,1272000
40876,551000
40882,720750
40883,1494000
40884,667600
40898,820000
40953,594000
40983,2027690
41022,706800
41085,657000
41146,965000
41225,702600
41365,509460
41387,503400
41474,2277800
41582,729300
41586,551460
41607,546000
41624,858000
41631,994900
41679,840000
41734,516700
41743,558000
41768,536490
41961,534000
41997,1340000
42002,1003140
42020,2404000
42097,956000
42185,829510
42209,786210
42279,831400
42316,1560000
42404,1295720
42408,979500
42420,785010
42440,2068000
42450,764980
42500,1615040
42601,780000
42625,1632970
42628,846400
42772,516740
42779,1813780
42825,2381000
42832,816000
42880,859000
42942,764800
42971,688730
43061,1020000
43158,721000
43161,1669920
43170,1488800
43215,518700
43224,611000
43229,1540000
43292,554880
43312,773400
43454,689850
43489,2052730
43525,833500
43533,854000
43602,2876000
43610,710300
43614,620000
43650,613000
43690,796000
43718,608900
43721,14953730
43724,522000
43746,1009400
43821,552720
43911,553000
43944,685600
43950,973150
43998,878000
44105,802200
44171,548240
44205,573400
44232,594130
44258,1181100
44303,579000
44356,1781390
44438,520000
44442,886800
44501,864000
44545,1349100
44699,517100
44763,503800
44782,644300
44871,2654500
44903,1370900
44915,624000
44919,2974900
44994,524350
45104,1274000
45163,2596300
45180,1510000
45276,570500
45288,569800
45295,1160570
45339,642500
45372,555760
45380,796000
45383,1146900
45513,1304440
45551,563000
45585,714100
45588,540000
45683,547530
45701,828960
45737,614700
45903,1704000
45909,525130
45945,558000
45977,868300
46136,554970
46276,886500
46311,563000
46439,718000
46469,1480000
46507,511700
46552,1302720
46589,1524110
46775,758200
46832,552400
46863,3055220
46911,864000
46972,598500
47140,1591700
47268,668400
47522,1161600
47523,537400
47531,787800
47546,5727680
47548,1209400
47567,1135300
47576,738740
47629,8440800
47658,594000
47660,974930
47661,1342900
47671,622100
47688,636500
47699,1005820
47830,783220
47860,553100
47866,953000
47881,877700
47906,844400
47968,1600000
48002,596000
48026,528610
48120,711000
48188,531500
48214,854540
48242,56105770
48306,1211900
48478,1499000
48547,522000
48551,721900
48563,654970
48637,806290
48639,886000
48695,1055130
48699,576000
48718,914600
48766,772800
48774,899240
48883,1536560
48930,2156800
49092,1089110
49118,904650
49149,6476980
49249,1325700
49257,3175320
49368,936200
49424,652910
49461,895200
49467,2342100
49684,563700
49695,1795520
49828,1430410
49837,844050
49891,1806940
49970,969780
49986,1060900
49988,544800
50000,1241340
50003,1074900
50069,881520
50087,2871560
50132,512000
50160,565600
50204,5442400
50216,1449620
50296,757200
50302,538900
50408,983800
50436,734800
50461,721520
50467,666190
50496,1070000
50617,504140
50643,769200
50670,1764160
50712,766000
50719,609250
50876,616200
50997,537800
51016,910800
51034,1283600
51040,1305220
51080,1018500
51091,653000
51140,1243950
51241,968700
51247,999200
51250,554100
51290,855300
51436,501500
51795,1604860
51827,625000
51850,1290000
51927,1806300
51941,3448000
51985,1089000
52036,2175920
52039,660700
52194,656900
52239,2125340
52254,689000
52276,851940
52289,1263040
52336,953400
52419,3143900
52478,640000
52564,764000
52700,2611900
52718,560100
52720,776000
52819,714820
52917,591870
52968,597000
53023,794420
53098,1360000
53127,666800
53140,936800
53229,1393100
53231,1642220
53256,1049600
53292,1016000
53303,658200
53448,688070
53519,716000
53616,1218030
53676,623500
53700,1906550
53711,668700
53918,1569780
53985,767000
54015,832300
54028,575800
54039,3085250
54040,3063200
54122,571600
54153,770000
54254,708100
54372,589000
54383,918590
54416,1169420
54466,813900
54551,1108800
54586,1161000
54662,1373480
54928,560270
54965,1096000
54981,1018100
55010,597000
55021,575460
55075,519000
55082,541950
55088,565710
55116,1356420
55172,618890
55176,1633550
55195,944000
55295,662500
55318,504700
55351,1897240
55462,1759000
55547,558000
55571,521600
55582,545400
55592,807900
55610,5203300
55664,646500
55706,564000
55724,598870
55882,1185900
55914,955650
55942,2265420
55999,629080
56129,579000
56172,633540
56174,944100
56192,3784830
56201,1130000
56215,2643870
56216,628130
56263,1890000
56344,781700
56376,794250
56460,585000
56493,551000
56620,1196740
56661,1297100
56670,976900
56674,597000
56691,1297800
56725,1883700
56757,1564600
56786,1455000
56882,766100
56973,579200
57088,1675700
57096,722020
57112,556000
57114,1185700
57132,677630
57217,1202300
57236,1099110
57303,926800
57394,546000
57503,533000
57532,676620
57585,579000
57631,1286420
57717,541600
57808,710000
57820,1133800
57883,610200
57892,588900
57974,612300
58002,814980
58070,592300
58189,1179200
58315,742690
58316,1964400
58343,603600
58361,1074000
58379,752820
58395,556700
58401,1222500
58526,576000
58538,1892170
58581,536200
58585,797950
58601,966000
58646,545400
58649,733000
58739,849000
58741,1744700
58895,912290
58923,787100
58967,904000
59008,826000
59183,2813790
59186,597000
59272,718500
59292,596000
59352,1032700
59356,635200
59414,804100
59528,2011420
59693,2448510
59724,865400
59751,992200
59765,895600
59808,561500
59887,875900
59954,817900
60086,671600
60102,618200
60154,840600
60228,1147000
60243,992500
60260,1262080
60371,2612920
60395,1153200
60615,732000
60632,1319190
60659,1206080
60712,881400
60725,535260
60744,742320
60751,2010960
60759,724700
60778,2997880
60809,1322700
60818,518000
60943,3524440
60946,532150
60969,781000
61034,785000
61062,1206950
61065,852000
61206,7842280
61208,952000
61437,1334600
61439,1228800
61451,2424300
61490,545000
61538,739000
61546,531300
61615,1452280
61617,557720
61742,652600
61743,653500
61762,1202720
61805,622500
61826,530900
61833,2172540
61856,795200
61889,692800
61901,600380
61932,565000
61967,1215110
62042,736300
62094,912700
62099,505600
62123,560000
62148,990000
62249,4872000
62283,620000
62334,4282300
62340,795660
62354,520400
62374,615300
62390,1195000
62459,533000
62529,1843000
62668,507400
62689,895500
62724,1155270
62735,2412200
62742,692070
62788,658400
62796,1328220
62825,1770500
62884,1111520
62940,618700
62959,3779500
62975,734900
62977,819460
63054,662200
63082,556400
63125,530000
63227,751700
63236,533000
63270,677000
63276,548500
63462,847760
63632,997500
63694,648350
63695,2005000
63748,692010
63805,1502600
63871,764000
63958,1795600
64014,856100
64092,673800
64114,883800
64140,760900
64191,785720
64208,510640
64216,1636900
64248,537000
64275,1133230
64284,2293010
64460,743600
64485,1045000
64544,778540
64567,559900
64586,963700
64632,1654680
64636,908200
64740,5683610
64818,540000
64839,867100
64908,2951210
65012,3709340
65186,602840
65205,859600
65216,1841160
65267,626400
65319,970740
65338,918910
65372,2653500
65378,1564900
65393,863500
65406,685900
65440,670610
65494,1697900
65517,725000
65658,894990
65769,756000
65862,518930
65867,575800
65920,532360
65961,932400
66012,2033640
66070,560000
66111,906000
66129,772010
66179,2601460
66237,627000
66239,789210
66252,723310
66319,607500
66323,920000
66397,1053300
66406,654920
66491,553000
66602,698600
66617,770200
66622,544590
66647,615010
66714,1470000
66741,1941600
66787,518500
66857,1088900
66884,603600
67057,1321000
67120,536400
67145,1282400
67300,576000
67308,2520800
67370,537000
67441,656270
67454,2525070
67507,897060
67509,2086600
67512,864840
67527,817700
67532,631900
67552,1278160
67554,537000
67602,596400
67613,571000
67734,532170
67759,3782600
67802,1277400
67942,866800
67963,960100
68254,776600
68365,823000
68387,4819300
68436,1633920
68588,720300
68643,1348200
68653,796000
68708,2629350
68721,513000
68725,846050
68744,1105100
68788,815800
68812,608500
68842,974660
68848,5998320
68918,512540
68951,546550
69005,994780
69048,1377110
69064,1025140
69096,2337200
69144,788000
69163,500550
69193,895200
69282,536700
69300,682800
69359,1311070
69398,585000
69400,566800
69408,1037610
69417,531400
69431,1305950
69473,2719750
69545,547300
69671,972500
69700,1188100
69769,678040
69911,770000
69948,1499000
69957,688200
69965,1397700
70104,577250
70193,662400
70201,510700
70275,680000
70350,631440
70393,514720
70431,1159500
70480,1296660
70519,612300
70527,880000
70534,647400
70611,572200
70665,558890
70694,1693080
70730,2631400
70758,547000
70789,1228000
70807,580000
70918,941160
70933,1809200
71024,534100
71168,568200
71180,1248900
71206,867000
71228,2116880
71314,3555900
71336,544600
71373,525700
71622,938900
71655,1597100
71656,1287000
71773,1747300
71883,1553550
71902,562400
72052,1034100
72177,572200
72218,1232360
72225,2685000
72253,716900
72254,1141600
72278,720200
72279,1635400
72341,585500
72450,977300
72511,1691200
72571,885100
72629,974700
72635,647000
72683,592800
72698,546600
72776,1103200
72797,948000
72906,660400
72922,552100
72970,583560
72973,1236400
72997,1375400
73056,562500
73064,978800
73081,1168000
73123,1155000
73210,2130500
73234,728900
73364,785180
73438,601500
73504,543800
73529,571600
73592,577200
73685,8001200
73725,602100
73758,903300
73802,1605300
73835,591150
73842,656000
73847,519400
73981,1031700
74021,1200000
74103,583400
74131,1218300
74149,2408700
74176,571940
74214,1830560
74302,750800
74399,2113600
74429,841000
74436,678600
74474,573850
74624,638200
74658,521800
74702,554900
74754,793200
74795,678000
74828,2163000
74857,1270560
74864,502600
74988,558000
75117,867000
75160,534400
75184,598640
75195,533800
75263,740000
75264,2018900
75519,2476000
75570,540900
75606,1437070
75623,592370
75681,672000
75761,2717620
75765,518000
75807,994000
75834,1128500
75901,2314050
75935,663000
75967,504800
75972,570400
75973,983400
76013,668100
76015,1005800
76030,1224500
76196,3340820
76227,2076200
76266,1464000
76437,825000
76441,834060
76463,635000
76480,1374700
76502,674300
76599,1396600
76659,1101530
76713,646500
76750,960000
76840,858500
76918,1025100
76955,591080
77174,1354900
77226,4455920
77313,1117600
77323,592000
77370,1188400
77384,1123700
77432,835500
77441,1351400
77561,1521100
77592,684800
77618,501000
77621,556600
77630,1370900
77661,1115800
77685,1677400
77995,870650
78008,696400
78074,547190
78138,2133000
78155,673850
78180,940800
78189,964100
78217,532000
78344,13271680
78351,671600
78404,851070
78413,3280300
78422,3851000
78434,2872910
78610,728900
78716,1398900
78724,2244600
78738,5205720
78798,617000
78862,920000
79007,1107800
79065,3551980
79110,887400
79267,876000
79288,1096420
79342,2541000
79395,1033700
79398,554350
79409,535280
79453,2094000
79469,691870
79490,2543790
79550,988270
79693,2174900
79727,501300
79754,521250
79760,568500
79823,1793900
79868,684400
79922,3809000
80012,533400
80018,691000
80087,1268960
80283,680800
80331,1497610
80353,877940
80361,6533300
80400,1157500
80728,1591000
80778,1165600
81024,1041480
81120,983470
81152,596340
81185,750400
81225,807600
81255,513520
81272,597400
81281,1098000
81449,897510
81556,642600
81579,1775000
81635,510700
81646,1074000
81677,509400
81744,1172780
81849,2096000
81873,966510
81901,725900
82085,2141680
82129,556400
82257,545980
82305,983900
82399,1100000
82442,776400
82547,958760
82561,507600
82613,1182800
82676,993760
82714,789400
82799,4952780
82895,570000
83011,819110
83039,757350
83109,662000
83111,518000
83200,1952500
83219,703300
83248,1662580
83294,522300
83321,3620000
83474,800800
83588,543010
83616,508000
83617,524840
83685,878060
83687,976560
83700,587000
83742,895300
83748,1531600
83892,4170000
84081,2180420
84133,2659460
84134,507300
84135,796550
84205,2231430
84216,520900
84348,11953000
84365,653600
84408,884000
84478,579700
84479,600000
84548,1662180
84553,610200
84557,1253570
84810,733400
84843,588000
84876,4430100
84915,664700
84977,554100
84993,919780
85009,946600
85089,764200
85146,680000
85184,685000
85223,558100
85266,667800
85276,582100
85383,679600
85422,3560000
85452,1046560
85488,2015200
85504,1576630
85518,578400
85580,1336000
85656,826600
85659,511400
85698,867100
85755,720900
85770,845000
85809,1028000
85878,667340
85943,1520350
85999,583800
86041,845000
86063,669860
86094,715750
86110,1696390
86238,1961200
86266,2894500
86407,555990
86506,2750900
86509,530700
86538,564000
86594,3906590
86633,510000
86642,579600
86840,733260
86861,876080
86876,513300
86880,907800
86919,542320
86926,577100
87039,523000
87075,1833400
87078,792000
87139,950000
87153,678820
87165,917600
87191,763520
87203,6826660
87234,609630
87262,564000
87344,585250
87378,561600
87410,502800
87411,641400
87460,597600
87472,1065920
87623,529400
87678,931750
87715,573500
87739,1204600
87779,553120
87881,1642550
88063,1383770
88156,2081900
88160,542670
88164,903000
88220,2197320
88318,760600
88355,847000
88422,757000
88559,1061140
88580,543300
88584,3244310
88644,675700
88974,1884140
89100,805300
89124,681800
89125,719730
89158,635500
89237,551800
89306,871700
89311,1970800
89316,529400
89388,689000
89523,1349260
89563,772200
89630,1839300
89677,701450
89697,588810
89707,914700
89778,1153200
89869,3750000
89875,618400
89893,1492000
89901,1952800
89916,887000
89971,534400
89980,544270
89997,892500
90047,587900
90084,548000
90090,1137050
90163,670500
90181,925700
90348,629700
90355,1159500
90594,625200
90670,623600
90703,1775350
90762,1698710
90914,536000
90961,633600
90994,676200
91000,504900
91002,654700
91013,1101200
91030,804800
91081,500500
91109,635800
91134,510000
91185,703500
91227,784350
91246,2232000
91291,1033870
91351,922800
91389,628500
91429,2208520
91443,1053600
91505,597000
91560,859240
91667,555360
91720,556600
91820,844100
91944,552000
92053,1094100
92166,2359850
92275,1176260
92321,610530
92328,638000
92358,712200
92368,1254520
92395,518100
92449,1063800
92455,894000
92481,528500
92483,780900
92502,4130400
92508,1045900
92675,1515640
92737,1300000
92973,1739000
93091,1703250
93254,665240
93389,3700760
93441,1073000
93505,1220000
93506,4339040
93580,2524900
93884,2153950
93929,696900
94046,652200
94125,508210
94170,640700
94261,2197000
94537,3380940
94553,2638000
94704,557000
94753,551300
94835,574200
94920,594900
95013,854000
95044,511970
95065,862000
95107,644500
95169,1626380
95183,591500
95221,687840
95262,617940
95468,522900
95478,3040000
95666,2102460
95699,716050
95782,791000
95829,507720
95835,1058000
95911,552100
96051,1077000
96078,618020
96131,870620
96144,590270
96197,804500
96258,3051930
96306,1202000
96313,800000
96324,564900
96345,656000
96430,916980
96483,1085950
96575,562900
96607,910000
96625,1062270
96636,741800
96704,620600
96736,814300
96807,658000
96809,881800
96819,5502580
96853,2760000
96919,1115300
96971,1457650
97047,1880000
97326,510300
97440,1194000
97449,518700
97459,7622920
97563,2140000
97645,738000
97649,759100
97664,591100
97722,662300
97817,1482000
97885,900500
97966,1118420
98035,822040
98236,857000
98288,1096100
98365,712000
98393,895230
98434,1718870
98478,950300
98547,1386000
98574,880150
98735,3791200
98745,585600
98752,1131300
98758,1095310
98783,516400
98881,2242500
98892,678740
99020,927300
99052,847000
99068,5703920
99145,686230
99154,574900
99165,529800
99260,676000
99333,534410
99352,2817680
99506,1545300
99538,2281220
99551,1227620
99725,2920770
99735,919000
99823,805040
99883,839050
99889,1146200
99905,505440
99906,858000
99968,1639520
100068,549300
100097,2474600
100116,1484000
100201,803700
100213,1594940
100229,748800
100236,535200
100295,1866100
100308,740380
100339,624900
100369,802900
100384,876040
100390,647000
100392,1891280
100419,873100
100430,600000
100439,1553460
100471,544470
100482,905080
100495,853600
100574,2866240
100596,4580450
100769,3700000
100778,621400
100826,11924170
100838,663190
100952,720900
100965,773700
100982,800600
101135,788620
101300,575610
101339,503800
101368,615000
101425,1545000
101518,1619780
101560,2888580
101574,1830380
101627,505800
101628,1382400
101657,2655640
101670,2234300
101745,697000
101748,1320000
101856,3181930
101920,520380
101924,863300
101998,1180000
102009,874790
102183,762440
102335,840100
102455,1223000
102457,1036830
102530,661800
102719,644700
102724,638000
102809,542900
102851,1122200
102864,672600
102915,656100
102944,1106700
102954,968990
102980,1352670
103001,617000
103042,736400
103329,945780
103401,1005800
103470,1764300
103541,814230
103619,827800
103636,526300
103717,716300
103727,4148000
103783,654000
103837,784900
103913,819100
104037,517100
104275,1007410
104296,659000
104333,710000
104394,2041200
104478,670700
104500,523500
104586,592000
104593,821930
104636,1084110
104674,826800
104706,795000
104792,765090
104800,618000
104901,1683290
104984,833400
104993,1069500
105052,520200
105085,1097200
105150,1121630
105186,600000
105432,1597900
105440,979400
105539,582900
105565,1299560
105570,623570
105644,750200
105652,507000
105691,789880
105751,635800
105772,514770
105798,1062530
105828,501000
106078,600400
106134,1057800
106145,1765000
106170,617600
106203,584100
106231,678000
106281,528850
106289,1069700
106293,668800
106359,1209600
106517,635850
106610,1342600
106700,3635440
106748,581100
106756,607200
106797,591300
106932,1681900
106939,800000
106969,853400
107012,3530370
107120,969430
107186,1244900
107232,530200
107252,826040
107336,775500
107423,559700
107425,3990700
107431,840900
107490,1830300
107575,2619020
107625,777900
107675,756800
107705,1602230
107711,1714330
107888,597000
107979,637700
108053,630900
108058,508680
108166,5216100
108239,802600
108308,515800
108351,847050
108354,1214340
108504,587500
108545,638800
108566,1440900
108813,561600
108818,1011600
108838,600000
108858,582300
108861,777000
108936,4147530
108966,1432900
108987,865800
109203,674300
109219,2627300
109222,2114700
109302,568200
109308,1099000
109317,1309750
109452,789000
109716,532000
109743,579120
109814,514550
109876,3096000
110060,1001010
110089,2104000
110134,1310000
110280,1125200
110298,2044420
110316,530200
110326,1304000
110449,724600
110458,977000
110507,613900
110514,632900
110640,1483000
110798,1096000
110935,801000
110947,662000
110985,535500
110998,556800
111042,2660600
111083,657000
111136,636720
111152,649300
111409,1331320
111515,560200
111538,584200
111571,692100
111576,587420
111587,1555640
111646,6153200
111659,806900
111846,535000
111892,1289480
111894,2503600
111922,691410
111988,513600
111991,877000
112114,644120
112126,599300
112165,865000
112285,558310
112321,646700
112325,2275770
112333,835060
112363,1179500
112389,1394000
112414,655840
112434,1430010
112459,1498610
112479,1073900
112485,3945000
112632,1158270
112714,562700
112722,639350
112724,746000
112755,646400
112758,1240000
112941,1106400
113062,820900
113069,776800
113103,1832200
113354,561200
113378,869900
113381,2763080
113418,762600
113583,1197070
113616,554850
113739,663000
113767,896800
113807,1124790
